Date,Open,High,Low,Close,Volume
2024-06-12,202.3000030517578,206.39999389648438,200.89999389648438,204.8000030517578,1395480
2024-06-13,206.39999389648438,207.8000030517578,203.0,205.1999969482422,3999980
2024-06-14,205.10000610351562,206.5,202.89999389648438,205.3000030517578,2349340
2024-06-17,206.5,211.5,206.0,210.0,947920
2024-06-18,214.89999389648438,214.89999389648438,209.3000030517578,210.10000610351562,1230600
2024-06-19,210.1999969482422,210.3000030517578,206.10000610351562,207.1999969482422,1668490
2024-06-20,207.10000610351562,207.10000610351562,205.8000030517578,206.39999389648438,550400
2024-06-21,206.39999389648438,208.3000030517578,206.39999389648438,207.6999969482422,270800
2024-06-24,209.0,209.39999389648438,206.5,208.60000610351562,761980
2024-06-25,209.0,209.10000610351562,207.5,208.39999389648438,448850
2024-06-26,209.1999969482422,210.0,208.5,210.0,564060
2024-06-27,211.39999389648438,213.10000610351562,210.5,212.89999389648438,697870
2024-06-28,215.60000610351562,217.8000030517578,214.3000030517578,217.60000610351562,1380130
2024-07-01,217.0,217.39999389648438,214.0,216.60000610351562,2069620
2024-07-02,217.10000610351562,217.8000030517578,215.8000030517578,216.6999969482422,1447070
2024-07-03,217.5,217.6999969482422,216.0,217.0,1480890
2024-07-04,220.0,220.0,216.5,217.0,1260420
2024-07-05,217.1999969482422,217.5,213.8000030517578,215.1999969482422,1357810
2024-07-08,215.39999389648438,216.89999389648438,215.3000030517578,216.10000610351562,535760
2024-07-09,216.5,217.0,216.1999969482422,216.8000030517578,608300
2024-07-10,217.39999389648438,217.5,215.5,216.5,785770
2024-07-11,216.89999389648438,217.10000610351562,216.1999969482422,216.3000030517578,527790
2024-07-12,216.0,216.0,212.60000610351562,214.8000030517578,1480750
2024-07-16,215.6999969482422,216.89999389648438,214.1999969482422,216.0,651520
2024-07-17,216.5,216.5,214.1999969482422,215.0,555750
2024-07-18,213.0,213.39999389648438,210.5,211.3000030517578,853910
2024-07-19,213.5,215.3000030517578,213.1999969482422,214.60000610351562,364770
2024-07-22,212.0,213.1999969482422,210.3000030517578,212.89999389648438,594980
2024-07-23,213.39999389648438,213.39999389648438,210.3000030517578,210.3000030517578,372740
2024-07-24,210.0,210.0,206.10000610351562,206.8000030517578,1221430
2024-07-25,203.1999969482422,204.0,201.89999389648438,203.5,891880
2024-07-26,204.1999969482422,212.0,204.1999969482422,210.60000610351562,757760
2024-07-29,211.89999389648438,211.89999389648438,210.60000610351562,211.5,442050
2024-07-30,211.0,211.39999389648438,209.0,211.39999389648438,222110
2024-07-31,209.8000030517578,209.8000030517578,208.0,209.5,514520
2024-08-01,208.6999969482422,208.8000030517578,205.0,206.39999389648438,526940
2024-08-02,200.39999389648438,202.89999389648438,200.0,200.89999389648438,788340
2024-08-05,189.0,191.1999969482422,181.3000030517578,186.0,2332120
