,Date,mtt_signal,mansfield_rs,minervini_rs,is_52w_high,is_52w_low,is_advance,is_decline,volume_advance,volume_decline,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分
0,2024-08-02,0,0.8514803378614433,1.6443194428464691,False,False,False,True,0,50500,1301,極洋,水産・農林業,食品,TOPIX Small 2,プライム（内国株式）
1,2024-08-02,0,-1.2911677969309254,0.7938277859015862,False,False,False,True,0,1616580,1305,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,-,-,-,ETF・ETN
2,2024-08-02,0,-1.0082203806980772,1.1383552591719908,False,False,False,True,0,7249280,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,-,-,-,ETF・ETN
3,2024-08-02,0,-1.1408838812709043,1.018795577634218,False,False,False,True,0,10843685,1308,上場インデックスファンドＴＯＰＩＸ,-,-,-,ETF・ETN
4,2024-08-02,0,-0.6450099302435341,-3.825383928081854,False,False,False,True,0,640,1309,ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,-,-,-,ETF・ETN
5,2024-08-02,0,-44.87911956538325,-45.660347784521754,False,True,False,True,0,110000,130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,医薬品,医薬品,-,グロース（内国株式）
6,2024-08-02,0,0.026138482519200146,3.381984592978285,False,False,False,True,0,130390,1311,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,-,-,-,ETF・ETN
7,2024-08-02,0,2.876706410196661,3.900047895030844,False,False,True,False,7000,0,1319,ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,-,-,-,ETF・ETN
8,2024-08-02,0,-0.9880815426163148,1.8352121879516226,False,False,False,True,0,101377,1320,ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,-,-,-,ETF・ETN
9,2024-08-02,0,-0.9033036380415749,1.8807618938585648,False,False,False,True,0,1284818,1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,-,-,-,ETF・ETN
10,2024-08-02,0,0.16183798426845364,-2.6379349533617313,False,False,True,False,540,0,1322,上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,-,-,-,ETF・ETN
11,2024-08-02,0,-16.689643445751766,-18.10798652767956,False,True,False,True,0,161000,1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,-,-,-,ETF・ETN
12,2024-08-02,0,13.871738091064834,16.40999655400558,False,False,True,False,13675,0,1326,ＳＰＤＲゴールド・シェア,-,-,-,ETF・ETN
13,2024-08-02,0,13.08586743220399,15.377493933275154,False,False,True,False,30740,0,1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,-,-,-,ETF・ETN
14,2024-08-02,0,1.4819020990173515,4.106333036776282,False,False,False,True,0,231096,1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,-,-,-,ETF・ETN
15,2024-08-02,0,-1.054007914887256,1.770612071414217,False,False,False,True,0,166358,1330,上場インデックスファンド２２５,-,-,-,ETF・ETN
16,2024-08-02,0,0.37310167159199104,3.7983970032776573,False,False,False,True,0,1627000,1332,ニッスイ,水産・農林業,食品,TOPIX Mid400,プライム（内国株式）
17,2024-08-02,0,6.486554655458598,10.398402994831324,False,False,False,True,0,175200,1333,マルハニチロ,水産・農林業,食品,TOPIX Mid400,プライム（内国株式）
18,2024-08-02,0,3.7402929742612834,-2.9541331501754713,False,False,True,False,101464,0,133A,グローバルＸ　超短期米国債　ＥＴＦ,-,-,-,ETF・ETN
19,2024-08-02,0,-3.0237158502250394,-7.89714213835243,False,False,False,True,0,1113000,1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,-,-,-,ETF・ETN
20,2024-08-02,0,-3.3014500136811065,-7.86500727611565,False,False,False,True,0,209600,1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,-,-,-,ETF・ETN
21,2024-08-02,0,-0.687183261747415,2.1286423850853757,False,False,False,True,0,75584,1346,ＭＡＸＩＳ　日経２２５上場投信,-,-,-,ETF・ETN
22,2024-08-02,0,3.008721654753277,5.253645153593558,False,False,True,False,1461180,0,1348,ＭＡＸＩＳ　トピックス上場投信,-,-,-,ETF・ETN
23,2024-08-02,0,1.655660524892566,1.5511511781559097,False,False,False,False,0,0,1349,ＡＢＦ汎アジア債券インデックス・ファンド,-,-,-,ETF・ETN
24,2024-08-02,0,-3.033068937747996,-8.372343542709359,False,False,True,False,5171170,0,1356,ＴＯＰＩＸベア２倍上場投信,-,-,-,ETF・ETN
25,2024-08-02,0,-3.8105771978486302,-10.119587001922786,False,False,True,False,180134757,0,1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,-,-,-,ETF・ETN
26,2024-08-02,0,-4.176209000908826,4.070557709400987,False,False,False,True,0,59721,1358,上場インデックスファンド日経レバレッジ指数,-,-,-,ETF・ETN
27,2024-08-02,0,-40.31066849694401,-44.49898772390779,False,True,False,True,0,129000,135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
28,2024-08-02,0,-3.689160837870953,-9.980673165551508,False,False,True,False,47505000,0,1360,日経平均ベア２倍上場投信,-,-,-,ETF・ETN
29,2024-08-02,0,3.8455641470230617,5.9089156606557225,False,False,False,True,0,4321,1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,-,-,-,ETF・ETN
30,2024-08-02,0,-4.277734328224103,3.9323477089929497,False,False,False,True,0,127752,1365,ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,-,-,-,ETF・ETN
31,2024-08-02,0,-3.803098058237997,-10.138792643875814,False,False,True,False,5191197,0,1366,ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,-,-,-,ETF・ETN
32,2024-08-02,0,-3.1025444253828027,3.893716046541758,False,False,False,True,0,28074,1367,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,-,-,-,ETF・ETN
33,2024-08-02,0,-3.3038858557688955,-8.613597413103289,False,False,True,False,330077,0,1368,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（－２倍）指数,-,-,-,ETF・ETN
34,2024-08-02,0,-0.444883121958084,2.225338448181391,False,False,False,True,0,99666,1369,Ｏｎｅ　ＥＴＦ　日経２２５,-,-,-,ETF・ETN
35,2024-08-02,0,1.4381704431677411,1.7427618633944688,False,False,False,True,0,164600,1375,雪国まいたけ,水産・農林業,食品,TOPIX Small 2,プライム（内国株式）
36,2024-08-02,0,-0.36850488180325547,-2.868308821274819,False,False,False,True,0,11900,1376,カネコ種苗,水産・農林業,食品,TOPIX Small 2,スタンダード（内国株式）
37,2024-08-02,0,-8.518950904502043,-11.44111805731065,False,False,False,True,0,180100,1377,サカタのタネ,水産・農林業,食品,TOPIX Small 1,プライム（内国株式）
38,2024-08-02,0,3.631142283145028,1.7356970338223212,False,False,False,True,0,48200,1379,ホクト,水産・農林業,食品,TOPIX Small 1,プライム（内国株式）
39,2024-08-02,0,-23.973634466424166,-35.17574675816066,False,True,False,True,0,38300,137A,Ｃｏｃｏｌｉｖｅ,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
40,2024-08-02,0,0.2551670242370241,-1.1325992201142432,False,False,False,True,0,5700,1380,秋川牧園,水産・農林業,食品,-,スタンダード（内国株式）
41,2024-08-02,0,-2.0140643429305327,-6.193916175632455,False,False,False,True,0,6600,1381,アクシーズ,水産・農林業,食品,-,スタンダード（内国株式）
42,2024-08-02,0,-6.59716723270849,-2.6078935484242574,False,False,False,True,0,4600,1382,ホーブ,水産・農林業,食品,-,スタンダード（内国株式）
43,2024-08-02,0,-5.501370774948944,-5.786760048398654,False,False,False,True,0,5800,1383,ベルグアース,水産・農林業,食品,-,スタンダード（内国株式）
44,2024-08-02,0,-7.04324108853065,-4.986364452825219,False,False,False,True,0,48100,1384,ホクリヨウ,水産・農林業,食品,TOPIX Small 2,スタンダード（内国株式）
45,2024-08-02,0,-16.706077517737427,-28.286234429013685,False,False,False,True,0,11800,138A,光フードサービス,小売業,小売,-,グロース（内国株式）
46,2024-08-02,0,-0.1541273351780892,2.616002102446904,False,False,False,True,0,10264,1397,ＳＭＤＡＭ　日経２２５上場投信,-,-,-,ETF・ETN
47,2024-08-02,0,-2.202118579283463,-6.80619653727074,False,False,True,False,47350,0,1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,-,-,-,ETF・ETN
48,2024-08-02,0,0.4773295744096906,1.9904304592846156,False,False,False,True,0,770,1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,-,-,-,ETF・ETN
49,2024-08-02,0,1.0288989170541774,4.207980759998837,False,False,False,True,0,16500,1401,エムビーエス,建設業,建設・資材,-,グロース（内国株式）
50,2024-08-02,0,-22.49659610814485,-25.231610862768683,False,False,True,False,357500,0,1407,ウエストホールディングス,建設業,建設・資材,-,スタンダード（内国株式）
51,2024-08-02,0,5.401527064506628,-2.852881986376432,False,True,False,True,0,1022,140A,ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,-,-,-,ETF・ETN
52,2024-08-02,0,-8.595579459705826,-9.018417331539114,False,True,False,True,0,198600,1414,ショーボンドホールディングス,建設業,建設・資材,TOPIX Mid400,プライム（内国株式）
53,2024-08-02,0,2.7901167658043846,2.0530507236684947,False,False,False,True,0,366900,1417,ミライト・ワン,建設業,建設・資材,TOPIX Mid400,プライム（内国株式）
54,2024-08-02,1,32.07464727582783,33.226083355524075,False,False,False,True,0,96800,1418,インターライフホールディングス,建設業,建設・資材,-,スタンダード（内国株式）
55,2024-08-02,0,6.87189246792006,6.526119748761775,False,False,False,True,0,203700,1419,タマホーム,建設業,建設・資材,TOPIX Small 1,プライム（内国株式）
56,2024-08-02,0,5.305324912658893,,False,False,True,False,618200,0,141A,トライアルホールディングス,小売業,小売,-,グロース（内国株式）
57,2024-08-02,0,-1.8318781878865487,-2.4179934514058936,False,False,False,True,0,25900,1420,サンヨーホームズ,建設業,建設・資材,TOPIX Small 2,スタンダード（内国株式）
58,2024-08-02,0,-13.477251874978169,-14.953884437228455,False,True,False,True,0,370500,1429,日本アクア,建設業,建設・資材,TOPIX Small 2,プライム（内国株式）
59,2024-08-02,0,1.444397976010925,,False,False,False,True,0,33900,142A,ジンジブ,サービス業,情報通信・サービスその他,-,グロース（内国株式）
60,2024-08-02,0,-4.066908362935095,-7.367551528747933,False,False,False,True,0,85700,1430,ファーストコーポレーション,建設業,建設・資材,TOPIX Small 2,スタンダード（内国株式）
61,2024-08-02,0,-16.0757926784188,-19.041956711044257,False,True,False,True,0,179800,1431,Ｌｉｂ　Ｗｏｒｋ,建設業,建設・資材,-,グロース（内国株式）
62,2024-08-02,0,-11.754858697153804,-11.859300877780003,False,True,False,True,0,150400,1433,ベステラ,建設業,建設・資材,TOPIX Small 2,プライム（内国株式）
63,2024-08-02,0,-9.356411156267919,-5.087720659890586,False,False,False,True,0,243600,1434,ＪＥＳＣＯホールディングス,建設業,建設・資材,-,スタンダード（内国株式）
64,2024-08-02,0,-5.771019932789123,-5.8155735412444525,False,False,False,True,0,454600,1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産業,不動産,TOPIX Small 2,スタンダード（内国株式）
65,2024-08-02,1,86.92352538070016,152.69971465033743,False,False,False,True,0,20600,1436,ＧｒｅｅｎＥｎｅｒｇｙ　＆　Ｃｏｍｐａｎｙ,建設業,建設・資材,-,グロース（内国株式）
66,2024-08-02,0,10.591112625905307,10.034712091823655,False,False,False,True,0,2300,1438,岐阜造園,建設業,建設・資材,-,スタンダード（内国株式）
67,2024-08-02,0,0.19850810102106653,0.8838291005020115,False,False,False,True,0,4700,1439,安江工務店,建設業,建設・資材,-,スタンダード（内国株式）
68,2024-08-02,0,-26.00289480799698,,False,True,False,True,0,18600,143A,イシン,サービス業,情報通信・サービスその他,-,グロース（内国株式）
69,2024-08-02,0,-10.464691259575043,-13.669526930396497,False,True,False,True,0,114500,1443,技研ホールディングス,建設業,建設・資材,-,スタンダード（内国株式）
70,2024-08-02,0,-2.8482361352653696,-2.7041717593999537,False,False,False,True,0,8500,1444,ニッソウ,建設業,建設・資材,-,グロース（内国株式）
71,2024-08-02,0,5.173784752676536,4.376458206718126,False,False,False,True,0,34800,1446,キャンディル,建設業,建設・資材,TOPIX Small 2,スタンダード（内国株式）
72,2024-08-02,0,-11.668583298332614,-16.834673567577962,False,False,False,True,0,380200,1447,ＩＴｂｏｏｋホールディングス,建設業,建設・資材,-,グロース（内国株式）
73,2024-08-02,0,6.733078168104201,2.205987342399463,False,False,True,False,10200,0,1450,田中建設工業,建設業,建設・資材,-,スタンダード（内国株式）
74,2024-08-02,0,-0.18115604073321023,-0.19484822474185037,False,False,False,True,0,9400,1451,ＫＨＣ,建設業,建設・資材,-,スタンダード（内国株式）
75,2024-08-02,0,0.2246907914943863,-4.924379905024414,False,False,True,False,579449,0,1456,ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,-,-,-,ETF・ETN
76,2024-08-02,0,0.43892967349612455,-4.080544271411997,False,False,True,False,9235,0,1457,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（－１倍）指数,-,-,-,ETF・ETN
77,2024-08-02,0,-4.092900334025639,4.141057624775377,False,False,False,True,0,614340,1458,楽天ＥＴＦ‐日経レバレッジ指数連動型,-,-,-,ETF・ETN
78,2024-08-02,0,-3.5654387457580428,-9.817252074015247,False,False,True,False,15955849,0,1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型,-,-,-,ETF・ETN
79,2024-08-02,0,-13.425196112058801,,False,True,False,True,0,65200,145A,Ｌ　ｉｓ　Ｂ,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
80,2024-08-02,0,-1.1930498014433355,6.101398490293675,False,False,False,True,0,2822,1464,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００レバレッジ・インデックス,-,-,-,ETF・ETN
81,2024-08-02,0,-6.498544860164945,-11.415192765535952,False,False,False,True,0,1461,1465,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００インバース・インデックス,-,-,-,ETF・ETN
82,2024-08-02,0,-6.2297293645401925,-11.935514945515733,False,False,True,False,15637,0,1466,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,-,-,-,ETF・ETN
83,2024-08-02,0,-5.39833015925465,-10.893338961525385,False,False,True,False,105580,0,1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,-,-,-,ETF・ETN
84,2024-08-02,0,-20.658816438115768,,False,True,False,True,0,99600,146A,コロンビア・ワークス,不動産業,不動産,-,スタンダード（内国株式）
85,2024-08-02,0,-2.4239504584443794,-7.770668846466294,False,False,True,False,140238,0,1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,-,-,-,ETF・ETN
86,2024-08-02,0,0.3764645836062286,2.3897527858362055,False,False,False,True,0,80810,1473,Ｏｎｅ　ＥＴＦ　トピックス,-,-,-,ETF・ETN
87,2024-08-02,0,1.2555162301102873,3.492496223175228,False,False,False,True,0,113,1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,-,-,-,ETF・ETN
88,2024-08-02,0,0.27389555486301287,2.1571296451460276,False,False,False,True,0,2031138,1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,-,-,-,ETF・ETN
89,2024-08-02,0,-2.795081481023387,-7.729369676477738,False,False,False,True,0,492616,1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,-,-,-,ETF・ETN
90,2024-08-02,0,1.8963919151200548,3.1584621884945956,False,False,False,True,0,19539,1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,-,-,-,ETF・ETN
91,2024-08-02,0,2.2855374306594456,4.641522843524126,False,False,False,True,0,101674,1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,-,-,-,ETF・ETN
92,2024-08-02,0,-19.503021104420736,,False,True,False,True,0,352200,147A,ソラコム,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
93,2024-08-02,0,1.7498989642262819,3.711739631041215,False,False,False,True,0,12,1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,-,-,-,ETF・ETN
94,2024-08-02,0,5.457229250588935,7.981683474586521,False,False,False,True,0,228,1481,上場インデックスファンド日本経済貢献株,-,-,-,ETF・ETN
95,2024-08-02,0,2.5479002758282743,0.9180482612666175,False,False,True,False,127442,0,1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,-,-,-,ETF・ETN
96,2024-08-02,0,5.690687521605331,7.642044026068715,False,False,False,True,0,46,1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,-,-,-,ETF・ETN
97,2024-08-02,0,2.2792162471472643,4.261296732002232,False,False,False,True,0,1140,1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,-,-,-,ETF・ETN
98,2024-08-02,0,1.9664525460288074,2.5240209318186895,False,False,False,False,0,0,1485,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,-,-,-,ETF・ETN
99,2024-08-02,0,2.548138125586008,2.26124491853934,False,False,True,False,1477,0,1486,上場インデックスファンド米国債券（為替ヘッジなし）,-,-,-,ETF・ETN
100,2024-08-02,0,2.198364589587265,0.45708647841268496,False,False,True,False,82013,0,1487,上場インデックスファンド米国債券（為替ヘッジあり）,-,-,-,ETF・ETN
101,2024-08-02,0,-3.2565282856950817,-7.845169244264663,False,False,False,True,0,166826,1488,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,-,-,-,ETF・ETN
102,2024-08-02,0,4.843774381872179,7.461778672753133,False,False,False,True,0,2642667,1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,-,-,-,ETF・ETN
103,2024-08-02,0,9.66984221868925,,False,False,True,False,16600,0,148A,ハッチ・ワーク,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
104,2024-08-02,0,-5.429537734429168,-9.000000000000002,False,True,False,True,0,2063000,1491,中外鉱業,非鉄金属,鉄鋼・非鉄,-,スタンダード（内国株式）
105,2024-08-02,0,-0.9592540697891283,0.8280597663166845,False,False,False,True,0,258,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,-,-,-,ETF・ETN
106,2024-08-02,0,3.9388827187959885,6.314569623439156,False,False,True,False,6236,0,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,-,-,-,ETF・ETN
107,2024-08-02,0,0.4241391153595897,0.14861310565136737,False,False,False,True,0,790,1495,上場インデックスファンドアジアリート,-,-,-,ETF・ETN
108,2024-08-02,0,1.5003205796646712,0.27200641809982384,False,False,True,False,28580,0,1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,-,-,-,ETF・ETN
109,2024-08-02,0,0.9419680431547617,-0.26909620033563453,False,False,False,True,0,60022,1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,-,-,-,ETF・ETN
110,2024-08-02,0,-0.2375161574940443,2.0103672367529017,False,False,False,True,0,73,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,-,-,-,ETF・ETN
111,2024-08-02,0,0.9899209914816298,0.11646843630099599,False,False,True,False,287,0,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,-,-,-,ETF・ETN
112,2024-08-02,0,-17.19843183240387,,False,False,False,True,0,89100,149A,シンカ,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
113,2024-08-02,0,13.427246851921693,,False,False,False,True,0,34200,150A,ＪＳＨ,サービス業,情報通信・サービスその他,-,グロース（内国株式）
114,2024-08-02,0,-30.01673129571879,29.686266340083833,False,False,True,False,1127000,0,1514,住石ホールディングス,鉱業,エネルギー資源,TOPIX Small 2,スタンダード（内国株式）
115,2024-08-02,0,-12.158489090350466,-10.236384835667698,False,True,False,True,0,58600,1515,日鉄鉱業,鉱業,エネルギー資源,TOPIX Small 1,プライム（内国株式）
116,2024-08-02,0,36.2232045477052,56.63220220201084,False,False,False,True,0,93500,1518,三井松島ホールディングス,鉱業,エネルギー資源,TOPIX Small 1,プライム（内国株式）
117,2024-08-02,0,1.251322369028851,,False,False,True,False,31200,0,151A,ダイブ,サービス業,情報通信・サービスその他,-,グロース（内国株式）
118,2024-08-02,0,-33.51135774238103,,False,True,False,True,0,125900,153A,カウリス,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
119,2024-08-02,0,13.145754564443024,16.182269432436676,False,False,True,False,159641,0,1540,純金上場信託（現物国内保管型）,-,-,-,ETF・ETN
120,2024-08-02,0,3.4539001679616765,3.031484497023915,False,False,True,False,21108,0,1541,純プラチナ上場信託（現物国内保管型）,-,-,-,ETF・ETN
121,2024-08-02,0,12.040429245126006,18.16999593447009,False,False,True,False,21061,0,1542,純銀上場信託（現物国内保管型）,-,-,-,ETF・ETN
122,2024-08-02,0,-8.341973836088956,-12.60682998802026,False,False,False,True,0,1296,1543,純パラジウム上場信託（現物国内保管型）,-,-,-,ETF・ETN
123,2024-08-02,0,6.358856779315869,12.920093743554546,False,False,False,True,0,101406,1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,-,-,-,ETF・ETN
124,2024-08-02,0,7.460894188490119,10.480863583367368,False,False,False,True,0,3470,1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,-,-,-,ETF・ETN
125,2024-08-02,0,8.600856392976187,13.52684658946516,False,False,False,True,0,184210,1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,-,-,-,ETF・ETN
126,2024-08-02,0,7.372410697560516,11.346378317330178,False,False,False,True,0,7980,1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,-,-,-,ETF・ETN
127,2024-08-02,0,0.32129690902187313,1.362751306194776,False,False,False,True,0,530,1551,東証スタンダードＴＯＰ２０ＥＴＦ,-,-,-,ETF・ETN
128,2024-08-02,0,7.312161915786319,11.09225867670441,False,False,False,True,0,9950,1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,-,-,-,ETF・ETN
129,2024-08-02,0,9.921359980725274,16.144170553144598,False,False,False,True,0,8900,1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,-,-,-,ETF・ETN
130,2024-08-02,0,8.594338935627732,13.485791963246418,False,False,False,True,0,7333,1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,-,-,-,ETF・ETN
131,2024-08-02,0,-1.3132078932913904,-3.3938514770045085,False,False,False,True,0,318,1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,-,-,-,ETF・ETN
132,2024-08-02,0,-16.903451143033855,,False,True,False,True,0,128700,155A,情報戦略テクノロジー,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）
133,2024-08-02,0,9.102887497190949,9.730762920303421,False,False,False,True,0,664,1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,-,-,-,ETF・ETN
134,2024-08-02,0,-17.22848526095403,-15.806909220996282,False,True,False,True,0,236156,1563,東証グロース・コアＥＴＦ,-,-,-,ETF・ETN
135,2024-08-02,0,-0.09636535593084972,-0.3496783710893148,False,False,True,False,1057,0,1566,上場インデックスファンド新興国債券,-,-,-,ETF・ETN
136,2024-08-02,0,-98.87906582682594,-98.95887386208217,False,False,False,True,0,15016630,1568,ＴＯＰＩＸブル２倍上場投信,-,-,-,ETF・ETN
137,2024-08-02,0,0.09369085711929959,-4.384676952109615,False,False,True,False,290240,0,1569,ＴＯＰＩＸベア上場投信,-,-,-,ETF・ETN
138,2024-08-02,0,-10.243995498788571,,False,True,False,True,0,148700,156A,マテリアルグループ,サービス業,情報通信・サービスその他,-,グロース（内国株式）
139,2024-08-02,0,-4.2750074841012005,3.8503261630899677,False,False,False,True,0,11123638,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,-,-,-,ETF・ETN
140,2024-08-02,0,0.19189598725795065,-4.87425361051587,False,False,True,False,5621061,0,1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,-,-,-,ETF・ETN
141,2024-08-02,0,-1.6233375917498738,-5.839323327084981,False,False,False,True,0,55730,1572,中国Ｈ株ブル２倍上場投信,-,-,-,ETF・ETN
142,2024-08-02,0,-2.3677787109392168,-0.586992414886272,False,False,False,True,0,4450,1573,中国Ｈ株ベア上場投信,-,-,-,ETF・ETN
143,2024-08-02,0,2.7213208495574737,5.485948358838325,False,False,False,True,0,17494,1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,-,-,-,ETF・ETN
144,2024-08-02,0,-0.6137321418150821,2.2041969818650564,False,False,False,True,0,17089,1578,上場インデックスファンド日経２２５（ミニ）,-,-,-,ETF・ETN
145,2024-08-02,0,-98.89695840842168,-98.960227454697,False,False,False,True,0,62916240,1579,日経平均ブル２倍上場投信,-,-,-,ETF・ETN
146,2024-08-02,0,-17.996158920680372,,False,True,False,True,0,89700,157A,グリーンモンスター,サービス業,情報通信・サービスその他,-,グロース（内国株式）
147,2024-08-02,0,0.2562809892602935,-4.8057271188673205,False,False,True,False,548890,0,1580,日経平均ベア上場投信,-,-,-,ETF・ETN
148,2024-08-02,0,-0.7820833299192143,0.46179707034723455,False,False,False,True,0,2540,1585,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,-,-,-,ETF・ETN
149,2024-08-02,0,-0.4689851355195285,1.5350166566855439,False,False,False,True,0,264,1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,-,-,-,ETF・ETN
150,2024-08-02,0,0.6471004696499971,2.9578126425350075,False,False,False,True,0,8948,1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,-,-,-,ETF・ETN
151,2024-08-02,0,2.608420340696238,5.011304388718778,False,False,False,True,0,10125,1592,上場インデックスファンドＪＰＸ日経インデックス４００,-,-,-,ETF・ETN
152,2024-08-02,0,3.4043815177903225,5.9022878885897825,False,False,False,True,0,1941,1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,-,-,-,ETF・ETN
153,2024-08-02,0,-3.2232715732074313,-7.447076457836569,False,False,False,True,0,118170,1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,-,-,-,ETF・ETN
154,2024-08-02,0,-3.1274736117197555,-7.660064393968338,False,False,False,True,0,140450,1597,ＭＡＸＩＳ　Ｊリート上場投信,-,-,-,ETF・ETN
155,2024-08-02,0,2.2180802238176422,5.0269254916989015,False,False,False,True,0,310,1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,-,-,-,ETF・ETN
