Date,Adj Close,mtt_condition,mtt_on,mtt_off,mansfield_rs,minervini_rs,dorsey_rs,is_52w_high,is_52w_low,is_advance,is_decline,volume_advance,volume_decline,st_fast_dir,st_slow_dir,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分,日経平均構成銘柄,mansfield_rsi,minervini_rsi
2024-08-07,4576.0,1,1,0,12.950074107044651,14.280252858598047,,False,False,True,False,2403500,0,-1,-1,4307,野村総合研究所,情報・通信業,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,False,91,90.0
2024-08-07,6030.0,1,0,0,84.87627528138366,131.68037998861686,,False,False,False,False,0,0,1,1,4348,インフォコム,情報・通信業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,99,99.0
2024-08-07,4485.0,1,0,0,38.07414185129756,48.711067125613894,,False,False,True,False,81500,0,1,1,4413,ボードルア,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）,False,98,98.0
2024-08-07,2825.0,1,0,0,34.7854615157589,33.08175723814685,,False,False,True,False,11300,0,-1,1,4439,東名,情報・通信業,情報通信・サービスその他,TOPIX Small 2,スタンダード（内国株式）,False,98,96.0
2024-08-07,1980.0,1,0,0,29.387085736422435,42.4786802322266,,False,False,True,False,748000,0,-1,-1,4443,Ｓａｎｓａｎ,情報・通信業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,97,97.0
2024-08-07,2269.0,1,0,0,20.50028757311029,31.647417609630374,,False,False,True,False,16200,0,-1,-1,4462,石原ケミカル,化学,素材・化学,TOPIX Small 2,プライム（内国株式）,False,95,95.0
2024-08-07,1194.0,1,0,0,26.93063873302608,29.052294513494882,,False,False,True,False,68800,0,1,1,4463,日華化学,化学,素材・化学,TOPIX Small 2,スタンダード（内国株式）,False,96,95.0
2024-08-07,1325.0,1,0,0,42.32557073124963,41.57135348357762,,False,False,True,False,105000,0,1,1,4490,ビザスク,情報・通信業,情報通信・サービスその他,-,グロース（内国株式）,False,98,97.0
2024-08-07,6172.0,1,0,0,19.021896558224547,32.22221074332803,,False,False,True,False,4158100,0,-1,1,4519,中外製薬,医薬品,医薬品,TOPIX Large70,プライム（内国株式）,True,95,96.0
2024-08-07,1741.5,1,1,0,20.575480045115114,24.339994577655105,,False,False,True,False,2723300,0,1,-1,4536,参天製薬,医薬品,医薬品,TOPIX Mid400,プライム（内国株式）,False,95,94.0
2024-08-07,50.0,1,1,0,107.91029218335844,133.66437484084545,,False,False,True,False,21495600,0,1,1,4564,オンコセラピー・サイエンス,医薬品,医薬品,-,グロース（内国株式）,False,99,99.0
2024-08-07,7695.0,1,0,0,31.77718463985155,34.73363108559946,,False,False,True,False,1818200,0,-1,1,4578,大塚ホールディングス,医薬品,医薬品,TOPIX Large70,プライム（内国株式）,True,97,96.0
