Date,is_52w_high,is_52w_low,hh-hl,trin,trin_13ma
2024-04-12,255,39,216,1.1808470537599642,0.9814323564569053
2024-04-15,202,87,115,0.592028017624681,0.925803165195159
2024-04-16,75,135,-60,0.7176438855059599,0.8960661252395592
2024-04-17,37,157,-120,0.9834119952338228,0.9085441066673112
2024-04-18,42,82,-40,2.1152088576862673,1.080924785384305
2024-04-19,39,213,-174,0.5843780321560171,1.0099895349231212
2024-04-22,64,57,7,1.768169889191933,1.11830101410438
2024-04-23,76,32,44,1.7815649308465715,1.2130530022104076
2024-04-24,80,24,56,1.6447146492069344,1.27471895178134
2024-04-25,59,38,21,1.2962515039193887,1.2777950306582042
2024-04-26,70,80,-10,0.8722923966620505,1.219866082944468
2024-04-30,171,49,122,1.3357844571792108,1.2364258506922887
2024-05-01,98,50,48,1.1386450050585206,1.2224571584588935
2024-05-02,101,44,57,1.0528137363523857,1.1982223838722494
2024-05-07,154,32,122,1.7421134071927253,1.2759211014894605
2024-05-08,113,27,86,1.5367899237837872,1.3131880761029358
2024-05-09,148,40,108,1.145673263387093,1.2892573885721013
2024-05-10,229,42,187,1.100613052834353,1.2623081977524229
2024-05-13,188,60,128,1.4157837483267388,1.2842332764058966
2024-05-14,158,41,117,1.1486185933849482,1.264859750260047
2024-05-15,178,75,103,0.8491408602804701,1.2054713374058217
2024-05-16,127,142,-15,1.3066759432468742,1.2199291382402577
2024-05-17,130,95,35,1.0941945870777225,1.2019670595027527
2024-05-20,214,58,156,0.7655691243935964,1.139624497344302
2024-05-21,210,69,141,0.7476526862255596,1.083628524327339
2024-05-22,123,111,12,0.750276066996331,1.0360067447086236
2024-05-23,92,157,-65,0.8167624905001897,1.0046861369645617
2024-05-24,77,178,-101,1.2029186672285486,1.0330050698594169
2024-05-27,111,132,-21,0.6532921056343259,0.978760360684404
2024-05-28,155,60,95,0.72870807633748,0.9430386057777006
2024-05-29,144,184,-40,0.6914825078110334,0.9071020203538911
2024-05-30,56,265,-209,1.0209966166312177,0.9233726769649379
2024-05-31,144,58,86,1.1254582369870927,0.9522420426823887
2024-06-03,254,31,223,0.7994651726425615,0.930416775533842
2024-06-04,145,24,121,1.6516558631710694,1.0334509309105888
2024-06-05,59,33,26,1.2693975125123464,1.0671575854251256
2024-06-06,78,56,22,1.1329636511542667,1.0765584519578602
2024-06-07,80,67,13,1.6222937711465606,1.1545206404133888
2024-06-10,140,47,93,1.016342327844448,1.1347808814749687
2024-06-11,168,26,142,0.9639703116057659,1.110379371493654
2024-06-12,121,50,71,1.9394602125273817,1.2288194916413295
2024-06-13,115,79,36,0.8937376646896774,1.180950659219665
2024-06-14,170,97,73,2.6691714165862295,1.3935536245577458
2024-06-17,124,94,30,1.1743729021254063,1.3622420927816974
2024-06-18,189,45,144,0.9683926622185168,1.3059778884155286
2024-06-19,205,51,154,0.8974349244413312,1.2476146078477863
2024-06-20,167,53,114,1.071091576013074,1.2223970318713988
2024-06-21,150,25,125,0.9588578809562313,1.1847485817406607
2024-06-24,141,17,124,0.8697693303126658,1.139751545822376
2024-06-25,203,13,190,0.6393795132077846,1.0682698268774344
2024-06-26,236,18,218,1.1018252243153384,1.0730634550828493
2024-06-27,246,17,229,1.2041975471218676,1.091796896802709
2024-06-28,260,27,233,0.5873106164621247,1.0197274281826254
2024-07-01,245,35,210,2.260623227717214,1.1969982566875665
2024-07-02,254,39,215,0.8041439867328186,1.1408762181226024
2024-07-03,243,36,207,0.7140488565716941,1.0799008807581871
2024-07-04,315,44,271,0.9837320233454652,1.0661624725563699
2024-07-05,217,54,163,0.7218807237970899,1.0169793655907584
2024-07-08,153,54,99,0.9755435584784977,1.0110599645747211
2024-07-09,208,60,148,1.0660890943467405,1.0189212688278668
2024-07-10,191,58,133,0.5167999674817036,0.9471896543498435
2024-07-11,271,50,221,1.363925409413609,1.0067233336446673
2024-07-12,147,25,122,2.2989798333169165,1.1913314050264172
2024-07-16,215,23,192,1.1239957345909057,1.18171202353563
2024-07-17,238,20,218,0.6905878782608947,1.111551431353525
2024-07-18,145,17,128,0.7361869843618191,1.0579279389261387
2024-07-19,75,28,47,1.0952898968465454,1.0632653614861969
2024-07-22,74,46,28,0.5992137619537212,0.9969722758387004
2024-07-23,97,32,65,0.6393618011661882,0.9458850651711987
2024-07-24,66,61,5,1.0786308960478608,0.9648487552964362
2024-07-25,27,113,-86,0.6258485029501095,0.9164201478183895
2024-07-26,23,59,-36,1.4534143109767443,0.9931335996981545
2024-07-29,65,41,24,0.9720174871589841,0.9901170121925588
2024-07-30,65,77,-12,0.5685045082209984,0.9298866544823359
