Date,mtt_condition,mtt_on,mtt_off,mansfield_rs,minervini_rs,dorsey_rs,is_52w_high,is_52w_low,is_advance,is_decline,volume_advance,volume_decline,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分,日経平均構成銘柄,rsi_ma,rsi_mi
2024-08-05,0,0,0,3.9346030221216965,-9.203354588762531,-1.209409645642764,False,False,False,True,0,810700,7971,東リ,化学,素材・化学,TOPIX Small 2,スタンダード（内国株式）,False,64.0,61.0
2024-08-05,0,0,0,-14.850155637786767,-23.477696324926097,-1.3090370542938812,False,False,False,True,0,504300,7972,イトーキ,その他製品,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,False,19.0,24.0
2024-08-05,0,0,0,-1.4637150640743113,-7.457358181088704,-1.3507915221388644,False,False,False,True,0,11393600,7974,任天堂,その他製品,情報通信・サービスその他,TOPIX Core30,プライム（内国株式）,True,49.0,66.0
2024-08-05,0,0,0,11.980849739996335,1.103142334608718,-1.0661662243447458,False,False,False,True,0,10800,7975,リヒトラブ,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,83.0,84.0
2024-08-05,0,0,0,0.029766063795011455,-3.9828380154516356,-0.6681376291185289,False,False,False,True,0,173000,7976,三菱鉛筆,その他製品,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,False,53.0,75.0
2024-08-05,0,0,1,40.419840444574206,38.04840573024243,-1.2197194890239444,False,False,True,False,142600,0,7979,松風,精密機器,電機・精密,TOPIX Small 2,プライム（内国株式）,False,98.0,98.0
2024-08-05,0,0,0,12.551952957087709,-3.3200523329823555,-0.5665107660709701,False,True,False,True,0,52600,7980,重松製作所,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,84.0,76.0
2024-08-05,0,0,0,-8.37458173912362,-24.300830224250934,-0.8173941053309715,False,True,False,True,0,151700,7981,タカラスタンダード,その他製品,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,32.0,22.0
2024-08-05,0,0,0,-6.644879757380351,-21.642410219945518,-1.1644280939100857,False,True,False,True,0,7000,7983,ミロク,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,36.0,28.0
2024-08-05,0,0,0,0.22222450391427007,-11.04522624847448,-0.7014231462395023,False,False,False,True,0,1347600,7984,コクヨ,その他製品,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,False,53.0,55.0
2024-08-05,0,0,0,4.118031526722699,-9.898202255697518,-0.8826321325170117,False,False,False,True,0,4600,7985,ネポン,金属製品,建設・資材,-,スタンダード（内国株式）,False,65.0,59.0
2024-08-05,0,0,0,-5.656844042268483,-16.728862420794467,-1.2488787561537658,False,True,False,True,0,15200,7986,日本アイ・エス・ケイ,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,38.0,39.0
2024-08-05,0,0,0,5.048295793867075,-7.2464214874640485,-0.6798741140749104,False,True,False,True,0,134500,7987,ナカバヤシ,その他製品,情報通信・サービスその他,TOPIX Small 2,スタンダード（内国株式）,False,67.0,66.0
2024-08-05,0,0,0,-8.752632882078437,-22.750680299103603,-1.0416584655945484,False,True,False,True,0,526900,7988,ニフコ,化学,素材・化学,TOPIX Mid400,プライム（内国株式）,False,31.0,25.0
2024-08-05,0,0,0,-5.822078318614565,-15.45611951459227,-1.2176519858175245,False,True,False,True,0,75000,7989,立川ブラインド工業,金属製品,建設・資材,TOPIX Small 2,プライム（内国株式）,False,38.0,43.0
2024-08-05,0,0,0,0.7996998641051745,-14.62134724327747,-0.8753328002014485,False,True,False,True,0,174600,7990,グローブライド,その他製品,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,55.0,45.0
2024-08-05,0,0,0,-28.5964261700865,-43.8837925071995,-1.2869277421718543,False,True,False,True,0,342400,7991,マミヤ・オーピー,機械,機械,-,スタンダード（内国株式）,False,5.0,3.0
2024-08-05,0,0,0,-17.493867786932526,-31.45849382169088,-1.8813038932220774,False,True,False,True,0,122500,7992,セーラー万年筆,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,15.0,12.0
2024-08-05,0,0,0,-15.121945544629611,-26.278015822004097,-1.656769924649928,False,True,False,True,0,688700,7994,オカムラ,その他製品,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,19.0,19.0
2024-08-05,0,0,0,-15.393267599579175,-28.843121298451585,-0.9813516345115615,False,True,False,True,0,140600,7995,バルカー,化学,素材・化学,TOPIX Small 1,プライム（内国株式）,False,18.0,15.0
2024-08-05,0,0,0,-14.641296744950028,-22.736987084976676,-1.5461426960863272,False,True,False,True,0,80900,7997,くろがね工作所,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,False,20.0,25.0
2024-08-05,0,0,0,5.45303022672623,-2.5170350320263823,-1.1355625635350701,False,False,False,True,0,33900,7999,ＭＵＴＯＨホールディングス,電気機器,電機・精密,TOPIX Small 2,スタンダード（内国株式）,False,68.0,78.0
2024-08-05,0,0,0,3.340778893115659,-7.744041791363864,-1.1873824888596334,False,False,False,True,0,6706700,8001,伊藤忠商事,卸売業,商社・卸売,TOPIX Core30,プライム（内国株式）,True,62.0,65.0
2024-08-05,0,0,0,-11.659571077117059,-23.339215456687995,-1.495895734932667,False,True,False,True,0,16939600,8002,丸紅,卸売業,商社・卸売,TOPIX Large70,プライム（内国株式）,True,25.0,24.0
2024-08-05,0,0,0,2.0904512024373156,-10.442927428154034,-0.9425054479836718,False,True,False,True,0,323500,8005,スクロール,小売業,小売,TOPIX Small 1,プライム（内国株式）,False,59.0,57.0
2024-08-05,0,0,0,10.740358331552645,-1.649679705813496,-0.6966427034070779,False,False,False,True,0,4600,8006,ユアサ・フナショク,卸売業,商社・卸売,-,スタンダード（内国株式）,False,81.0,80.0
2024-08-05,0,0,0,-18.82610614341278,-26.54256671305554,-1.1445319887214267,False,True,False,True,0,244700,8007,高島,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,14.0,18.0
2024-08-05,0,0,0,5.586142803180327,-8.521560875619393,-0.5108713158318573,False,True,False,True,0,233900,8008,ヨンドシーホールディングス,小売業,小売,TOPIX Small 1,プライム（内国株式）,False,69.0,63.0
2024-08-05,0,0,0,-10.233014785563688,-21.760065815707367,-0.8300249193206332,False,False,False,True,0,327100,8011,三陽商会,繊維製品,素材・化学,TOPIX Small 2,プライム（内国株式）,False,28.0,27.0
2024-08-05,0,0,0,12.281209370912194,2.0665718665585553,-1.301634895124785,False,False,False,True,0,631000,8012,長瀬産業,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,False,83.0,86.0
2024-08-05,0,0,0,-3.1230214461585803,-17.037939959336533,-0.9519851025943044,False,True,False,True,0,50800,8013,ナイガイ,繊維製品,素材・化学,TOPIX Small 2,スタンダード（内国株式）,False,44.0,39.0
2024-08-05,0,0,0,9.034100890266462,-5.1878895916711,-0.8963400441816602,False,False,False,True,0,78300,8014,蝶理,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,77.0,72.0
2024-08-05,0,0,0,-19.320597378215965,-28.88479748456632,-1.5587225502116169,False,True,False,True,0,4050600,8015,豊田通商,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,True,13.0,15.0
2024-08-05,0,0,0,-5.415253923328722,-20.187120723646814,-1.0696368175229511,False,True,False,True,0,2813700,8016,オンワードホールディングス,繊維製品,素材・化学,TOPIX Small 1,プライム（内国株式）,False,38.0,31.0
2024-08-05,0,0,0,-23.659727305986166,-32.99431186258027,-1.3762247691796974,False,True,False,True,0,215300,8018,三共生興,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,False,9.0,10.0
2024-08-05,0,0,0,0.7066430818619018,-9.350906868100756,-0.9724171253075349,False,False,False,True,0,785200,8020,兼松,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,False,55.0,61.0
2024-08-05,0,0,0,16.262107213443254,14.84803391028619,-1.1967702859897096,False,False,False,True,0,265400,8022,美津濃,その他製品,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,False,90.0,95.0
2024-08-05,0,0,0,-15.006661333589344,-16.517835746902275,-1.5249890024831558,False,False,False,True,0,124200,8023,大興電子通信,情報・通信業,情報通信・サービスその他,-,スタンダード（内国株式）,False,19.0,39.0
2024-08-05,0,0,0,9.230436690257715,-5.123808872685811,-0.12596826965717034,False,False,False,True,0,7200,8025,ツカモトコーポレーション,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,False,77.0,72.0
2024-08-05,0,0,0,8.527386060551322,-6.936404335794235,-0.6777780697624026,False,False,False,True,0,70700,8029,ルックホールディングス,繊維製品,素材・化学,TOPIX Small 2,スタンダード（内国株式）,False,76.0,67.0
2024-08-05,0,0,0,7.444881814977977,-8.653075862836422,-0.8199564692975262,False,False,False,True,0,14600,8030,中央魚類,卸売業,商社・卸売,-,スタンダード（内国株式）,False,73.0,63.0
2024-08-05,0,0,0,-12.874906067506497,-22.36205898020475,-1.6240330250654833,False,True,False,True,0,23759700,8031,三井物産,卸売業,商社・卸売,TOPIX Core30,プライム（内国株式）,True,22.0,26.0
